Albania,1,kilometresPopulation,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,"2,986,952Iso",http://example.webscraping.com/places/default/view/Albania-3
Albania,1,ALCountry,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,AlbaniaCapital,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,TiranaContinent,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,EUTld,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,.alCurrency,http://example.webscraping.com/places/default/view/Albania-3
Albania,3,Code,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,ALLCurrency,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Name,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,LekPhone,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,355Postal,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Format,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Postal,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Regex,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Languages,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,sq,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,",",http://example.webscraping.com/places/default/view/Albania-3
Albania,1,elNeighbours,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,MK,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,GR,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,CS,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,ME,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,RS,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,XK,http://example.webscraping.com/places/default/view/Albania-3
Albania,1,Edit,http://example.webscraping.com/places/default/view/Albania-3
Algeria,2,Example,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,2,web,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,2,scraping,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,2,website,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,2,Log,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,2,In,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Sign,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Up,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,HomeSearch,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,National,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Flag,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,15,:,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Area,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,"2,381,740",http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,square,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,kilometresPopulation,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,"34,586,184Iso",http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,DZCountry,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,AlgeriaCapital,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,AlgiersContinent,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,AFTld,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,.dzCurrency,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,3,Code,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,DZDCurrency,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Name,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,DinarPhone,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,213Postal,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Format,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,5,#,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Postal,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Regex,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,^,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,(,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,\d,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,{,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,5,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,},http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,),http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,$,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Languages,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,ar-DZNeighbours,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,NE,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,EH,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,LY,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,MR,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,TN,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,MA,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,ML,http://example.webscraping.com/places/default/view/Algeria-4
Algeria,1,Edit,http://example.webscraping.com/places/default/view/Algeria-4
American Samoa,2,Example,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,web,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,scraping,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,website,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,Log,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,In,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Sign,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Up,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,HomeSearch,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,National,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Flag,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,15,:,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Area,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,199,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,square,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,kilometresPopulation,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,"57,881Iso",http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,ASCountry,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,American,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,SamoaCapital,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Pago,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,PagoContinent,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,OCTld,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,.asCurrency,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,3,Code,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,USDCurrency,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Name,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,DollarPhone,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,+1-684Postal,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Format,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Postal,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Regex,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Languages,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,en-AS,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,2,",",http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,sm,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,toNeighbours,http://example.webscraping.com/places/default/view/American-Samoa-5
American Samoa,1,Edit,http://example.webscraping.com/places/default/view/American-Samoa-5
